350,604250340,2018-05-27 20:01,Jarl
475,604407584,2018-05-28 07:16,Jarl
375,604421641,2018-05-28 09:46,Jarl
400,604427569,2018-05-28 10:39,Jarl
400,604428726,2018-05-28 10:41,Jarl
300,604429168,2018-05-28 10:43,Jarl
425,609886115,2018-06-10 12:33,Jarl
350,609722839,2018-06-10 13:36,Jarl
400,609940598,2018-06-10 15:00,Hurricane Jack
375,609951572,2018-06-10 15:30,Hurricane Jack
375,609988092,2018-06-10 17:10,Jarl
375,609996959,2018-06-10 17:40,Jarl
350,610011287,2018-06-10 17:42,Hurricane Jack
500,610027987,2018-06-10 18:12,Hurricane Jack
400,609581129,2018-06-10 18:22,Mills and Hills
400,610032796,2018-06-10 18:23,Highlander
300,609979509,2018-06-10 18:23,Vital Spark
350,609998260,2018-06-10 18:24,Sanda Blonde
425,609539032,2018-06-10 18:25,Ragnarok
425,610030561,2018-06-10 18:40,Jarl
400,610047115,2018-06-10 18:53,Highlander
350,610047846,2018-06-10 19:12,Hurricane Jack
325,610063180,2018-06-10 19:19,Jarl
300,610071039,2018-06-10 19:49,Jarl
300,610195437,2018-06-10 22:52,Mills and Hills
400,610257611,2018-06-11 00:52,Mills and Hills
375,610271890,2018-06-11 01:24,Sanda Blonde
425,610317162,2018-06-11 04:49,Jarl
425,610323972,2018-06-11 06:49,Jarl
425,610325054,2018-06-11 07:19,Jarl
425,610326381,2018-06-11 07:49,Jarl
300,610329042,2018-06-11 09:49,Jarl
300,610329332,2018-06-11 09:53,Vital Spark
250,610330819,2018-06-11 10:42,Hurricane Jack
425,610331329,2018-06-11 10:49,Jarl
375,610351342,2018-06-11 15:49,Jarl
350,610352070,2018-06-11 15:52,Mills and Hills
375,610357880,2018-06-11 16:42,Hurricane Jack
350,610364655,2018-06-11 17:12,Hurricane Jack
350,610367824,2018-06-11 17:20,Avalanche
375,610372740,2018-06-11 17:50,Avalanche
400,610379406,2018-06-11 18:19,Jarl
400,610384887,2018-06-11 18:49,Jarl
350,610402661,2018-06-11 19:42,Hurricane Jack
400,610408296,2018-06-11 20:19,Jarl
325,610411178,2018-06-11 20:24,Sanda Blonde
400,610413117,2018-06-11 20:49,Jarl
325,610419734,2018-06-11 20:54,Sanda Blonde
375,610436064,2018-06-11 21:52,Mills and Hills
300,610443831,2018-06-11 22:12,Hurricane Jack
350,610559022,2018-06-12 06:23,Highlander
400,610592974,2018-06-12 16:49,Jarl
325,610596519,2018-06-12 16:53,Vital Spark
425,610610242,2018-06-12 18:01,Jarl
400,610610359,2018-06-12 18:02,Avalanche
450,610610185,2018-06-12 18:04,Mills and Hills
325,610611607,2018-06-12 18:05,Highlander
425,610610590,2018-06-12 18:07,Ragnarok
300,610626936,2018-06-12 19:01,Jarl
300,610636260,2018-06-12 19:31,Jarl
400,610637782,2018-06-12 20:02,Hurricane Jack
375,610662010,2018-06-12 21:01,Jarl
500,610828920,2018-06-13 09:31,Jarl
325,610843868,2018-06-13 14:35,Highlander
350,610848869,2018-06-13 15:31,Jarl
325,610850971,2018-06-13 16:01,Jarl
350,610854723,2018-06-13 16:05,Highlander
400,610862505,2018-06-13 17:01,Jarl
400,610867726,2018-06-13 17:31,Jarl
325,610877016,2018-06-13 18:01,Jarl
400,610886335,2018-06-13 18:31,Jarl
300,610887773,2018-06-13 18:32,Avalanche
400,610899037,2018-06-13 19:01,Jarl
450,610908219,2018-06-13 19:31,Jarl
425,610927054,2018-06-13 20:34,Mills and Hills
400,610928736,2018-06-13 20:37,Ragnarok
400,610936823,2018-06-13 21:01,Jarl
425,610930853,2018-06-13 21:04,Mills and Hills
300,610930513,2018-06-13 21:06,Sanda Blonde
300,610959689,2018-06-13 22:06,Sanda Blonde
200,611132947,2018-06-14 12:31,Jarl
375,611133913,2018-06-14 13:01,Jarl
400,611137748,2018-06-14 14:02,Hurricane Jack
425,611149559,2018-06-14 15:32,Avalanche
375,611159936,2018-06-14 16:31,Jarl
425,611160767,2018-06-14 16:32,Hurricane Jack
450,611161573,2018-06-14 16:35,Vital Spark
350,611168710,2018-06-14 17:05,Highlander
375,611183868,2018-06-14 18:01,Jarl
325,611192093,2018-06-14 18:36,Sanda Blonde
375,611207233,2018-06-14 19:01,Jarl
350,611218469,2018-06-14 19:32,Hurricane Jack
400,611232917,2018-06-14 20:07,Ragnarok
300,611244645,2018-06-14 20:32,Avalanche
350,611236521,2018-06-14 20:37,Ragnarok
325,611261610,2018-06-14 21:31,Jarl
325,611279297,2018-06-14 22:01,Jarl
400,611323600,2018-06-14 23:31,Jarl
350,611339910,2018-06-15 00:05,Vital Spark
300,611389536,2018-06-15 01:32,Avalanche
400,611490398,2018-06-15 12:31,Jarl
375,611492239,2018-06-15 12:35,Vital Spark
350,611493715,2018-06-15 13:05,Highlander
300,611497091,2018-06-15 13:35,Vital Spark
375,611506223,2018-06-15 14:32,Hurricane Jack
375,611540581,2018-06-15 16:31,Jarl
400,611553883,2018-06-15 17:05,Highlander
375,611554086,2018-06-15 17:07,Ragnarok
425,611576220,2018-06-15 18:02,Hurricane Jack
400,611591068,2018-06-15 18:31,Jarl
325,611593054,2018-06-15 18:35,Highlander
350,611614432,2018-06-15 19:01,Jarl
325,611612013,2018-06-15 19:06,Sanda Blonde
350,611640697,2018-06-15 19:31,Jarl
350,611640381,2018-06-15 19:32,Avalanche
425,611630115,2018-06-15 19:35,Highlander
450,611630867,2018-06-15 19:37,Ragnarok
325,611650393,2018-06-15 20:01,Jarl
400,611677924,2018-06-15 20:31,Jarl
350,611686960,2018-06-15 20:32,Avalanche
300,611690884,2018-06-15 20:32,Hurricane Jack
400,611712888,2018-06-15 21:01,Jarl
425,611702296,2018-06-15 21:02,Hurricane Jack
450,611710066,2018-06-15 21:04,Mills and Hills
425,611731275,2018-06-15 21:31,Jarl
425,611756054,2018-06-15 22:01,Jarl
400,611743803,2018-06-15 22:04,Mills and Hills
375,611748870,2018-06-15 22:07,Ragnarok
300,611779459,2018-06-15 22:37,Ragnarok
450,611834562,2018-06-15 23:34,Mills and Hills
375,611815817,2018-06-15 23:35,Highlander
450,612070232,2018-06-16 11:04,Mills and Hills
300,612075669,2018-06-16 12:05,Highlander
275,612093286,2018-06-16 13:01,Jarl
375,612096670,2018-06-16 13:32,Hurricane Jack
450,612109825,2018-06-16 14:04,Mills and Hills
375,612104281,2018-06-16 14:06,Sanda Blonde
375,612114937,2018-06-16 14:32,Avalanche
400,612141147,2018-06-16 15:31,Jarl
400,612138864,2018-06-16 15:34,Mills and Hills
375,612135508,2018-06-16 15:37,Ragnarok
325,612157842,2018-06-16 16:01,Jarl
300,612152485,2018-06-16 16:02,Avalanche
350,612160929,2018-06-16 16:06,Sanda Blonde
400,612172431,2018-06-16 16:31,Jarl
400,612190763,2018-06-16 17:01,Jarl
350,612233059,2018-06-16 18:01,Jarl
400,612253556,2018-06-16 18:02,Hurricane Jack
400,612249634,2018-06-16 18:05,Highlander
400,612244347,2018-06-16 18:07,Ragnarok
350,612277406,2018-06-16 18:31,Jarl
400,612278201,2018-06-16 18:35,Highlander
275,612343128,2018-06-16 19:31,Jarl
275,612347540,2018-06-16 20:01,Jarl
300,612359247,2018-06-16 20:05,Vital Spark
350,612388042,2018-06-16 20:31,Jarl
350,612449323,2018-06-16 21:05,Vital Spark
300,612459780,2018-06-16 21:31,Jarl
350,612479473,2018-06-16 21:32,Avalanche
350,612453254,2018-06-16 21:35,Vital Spark
400,612477250,2018-06-16 21:37,Ragnarok
350,612504394,2018-06-16 22:05,Highlander
325,612545693,2018-06-16 22:35,Vital Spark
100,612545273,2018-06-16 22:36,Sanda Blonde
350,612526772,2018-06-16 22:37,Ragnarok
400,612563461,2018-06-16 23:01,Jarl
325,612566687,2018-06-16 23:02,Avalanche
325,612566780,2018-06-16 23:05,Highlander
300,612578045,2018-06-16 23:31,Jarl
425,612626310,2018-06-17 00:05,Vital Spark
400,612632029,2018-06-17 00:07,Ragnarok
425,612640279,2018-06-17 00:35,Vital Spark
300,612666936,2018-06-17 01:01,Jarl
350,612819841,2018-06-17 09:06,Sanda Blonde
450,612826095,2018-06-17 10:31,Jarl
450,612826419,2018-06-17 11:01,Jarl
400,612834239,2018-06-17 12:01,Jarl
425,612840925,2018-06-17 12:34,Mills and Hills
350,612845033,2018-06-17 13:01,Jarl
300,612848203,2018-06-17 13:37,Ragnarok
300,612858164,2018-06-17 14:01,Jarl
425,612864049,2018-06-17 14:32,Hurricane Jack
425,612874140,2018-06-17 15:01,Jarl
325,612875254,2018-06-17 15:31,Jarl
225,612884157,2018-06-17 15:36,Sanda Blonde
325,612885671,2018-06-17 15:37,Ragnarok
425,612893758,2018-06-17 16:05,Vital Spark
400,612907730,2018-06-17 16:31,Jarl
350,612915035,2018-06-17 17:02,Hurricane Jack
375,612930419,2018-06-17 17:34,Mills and Hills
350,612935085,2018-06-17 17:35,Vital Spark
350,612931467,2018-06-17 17:36,Sanda Blonde
425,612954112,2018-06-17 18:01,Jarl
325,612948644,2018-06-17 18:05,Highlander
375,612967711,2018-06-17 18:32,Hurricane Jack
400,612983159,2018-06-17 18:36,Sanda Blonde
350,612995945,2018-06-17 19:02,Avalanche
400,612990611,2018-06-17 19:07,Ragnarok
375,613022756,2018-06-17 19:31,Jarl
375,613039018,2018-06-17 20:01,Jarl
400,613062375,2018-06-17 20:34,Mills and Hills
375,613099995,2018-06-17 21:04,Mills and Hills
325,613305035,2018-06-18 09:01,Jarl
375,613322273,2018-06-18 14:32,Hurricane Jack
325,613330871,2018-06-18 16:01,Jarl
325,613334986,2018-06-18 16:31,Jarl
425,613367383,2018-06-18 18:31,Jarl
275,613376847,2018-06-18 19:01,Jarl
350,613386839,2018-06-18 19:31,Jarl
425,613378158,2018-06-18 19:34,Mills and Hills
350,613396288,2018-06-18 20:35,Highlander
350,613424951,2018-06-18 22:01,Jarl
325,613436071,2018-06-18 22:32,Avalanche
350,613497184,2018-06-19 01:35,Vital Spark
425,613552659,2018-06-19 09:01,Jarl
450,613559723,2018-06-19 12:01,Jarl
450,613561068,2018-06-19 12:31,Jarl
450,613592256,2018-06-19 17:31,Jarl
300,613596529,2018-06-19 17:35,Highlander
300,613614694,2018-06-19 19:01,Jarl
300,613624610,2018-06-19 19:31,Jarl
200,613638696,2018-06-19 20:01,Jarl
500,613660073,2018-06-19 21:31,Jarl
375,613673071,2018-06-19 22:01,Jarl
350,613677454,2018-06-19 22:07,Ragnarok
375,613688964,2018-06-19 23:01,Jarl
350,613705457,2018-06-19 23:31,Jarl
375,613703061,2018-06-19 23:32,Hurricane Jack
375,613818107,2018-06-20 06:32,Hurricane Jack
350,613838393,2018-06-20 14:31,Jarl
300,613850717,2018-06-20 16:01,Jarl
300,613849840,2018-06-20 16:02,Hurricane Jack
450,613859629,2018-06-20 17:01,Jarl
325,613871109,2018-06-20 17:32,Hurricane Jack
300,613874539,2018-06-20 18:05,Highlander
250,613884586,2018-06-20 18:32,Hurricane Jack
375,613902031,2018-06-20 19:31,Jarl
400,613922745,2018-06-20 20:04,Mills and Hills
400,613931014,2018-06-20 20:31,Jarl
250,613932584,2018-06-20 20:35,Highlander
325,613933676,2018-06-20 20:36,Sanda Blonde
400,613937771,2018-06-20 21:01,Jarl
300,613951676,2018-06-20 21:31,Jarl
350,613960088,2018-06-20 22:07,Ragnarok
300,613976458,2018-06-20 22:35,Highlander
250,613987533,2018-06-20 23:01,Jarl
325,614010058,2018-06-21 00:05,Vital Spark
325,614091109,2018-06-21 02:32,Hurricane Jack
400,614123476,2018-06-21 06:01,Jarl
325,614127618,2018-06-21 07:32,Hurricane Jack
350,614137244,2018-06-21 11:32,Hurricane Jack
375,614144126,2018-06-21 13:02,Hurricane Jack
325,614167505,2018-06-21 16:32,Hurricane Jack
450,614186956,2018-06-21 17:34,Mills and Hills
150,614197031,2018-06-21 18:02,Hurricane Jack
350,614235605,2018-06-21 19:31,Jarl
300,614236760,2018-06-21 19:35,Vital Spark
325,614241871,2018-06-21 20:01,Jarl
425,614240023,2018-06-21 20:02,Hurricane Jack
400,614256103,2018-06-21 20:31,Jarl
475,614258446,2018-06-21 20:32,Hurricane Jack
325,614276429,2018-06-21 21:01,Jarl
375,614267073,2018-06-21 21:02,Hurricane Jack
400,614277365,2018-06-21 21:05,Highlander
325,614291349,2018-06-21 21:31,Jarl
375,614289830,2018-06-21 21:32,Hurricane Jack
425,614298776,2018-06-21 22:04,Mills and Hills
425,614391909,2018-06-22 00:35,Vital Spark
200,614506486,2018-06-22 08:01,Jarl
400,614509549,2018-06-22 09:01,Jarl
300,614517364,2018-06-22 11:01,Jarl
325,614519896,2018-06-22 11:32,Avalanche
375,614523813,2018-06-22 12:01,Jarl
375,614525626,2018-06-22 12:31,Jarl
350,614526654,2018-06-22 12:32,Avalanche
425,614540529,2018-06-22 14:04,Mills and Hills
375,614547735,2018-06-22 14:34,Mills and Hills
450,614553984,2018-06-22 15:04,Mills and Hills
325,614560760,2018-06-22 15:31,Jarl
275,614563734,2018-06-22 15:35,Vital Spark
450,614565022,2018-06-22 16:01,Jarl
275,614585494,2018-06-22 16:31,Jarl
400,614579065,2018-06-22 16:34,Mills and Hills
275,614579469,2018-06-22 16:35,Vital Spark
450,614596156,2018-06-22 17:04,Mills and Hills
500,614614402,2018-06-22 17:32,Hurricane Jack
450,614603571,2018-06-22 17:34,Mills and Hills
450,614617190,2018-06-22 18:04,Mills and Hills
300,614662819,2018-06-22 19:01,Jarl
375,614662657,2018-06-22 19:04,Mills and Hills
350,614672278,2018-06-22 19:31,Jarl
425,614682867,2018-06-22 19:32,Avalanche
500,614682154,2018-06-22 19:32,Hurricane Jack
425,614679546,2018-06-22 19:34,Mills and Hills
300,614714863,2018-06-22 20:35,Highlander
250,614750763,2018-06-22 21:02,Avalanche
375,614756500,2018-06-22 21:31,Jarl
325,614776499,2018-06-22 22:01,Jarl
375,614875420,2018-06-23 00:02,Avalanche
375,615109642,2018-06-23 11:32,Avalanche
425,615110375,2018-06-23 11:34,Mills and Hills
325,615119729,2018-06-23 12:31,Jarl
425,615129725,2018-06-23 13:01,Jarl
400,615126022,2018-06-23 13:02,Avalanche
425,615132545,2018-06-23 13:31,Jarl
225,615145218,2018-06-23 14:01,Jarl
350,615213244,2018-06-23 16:31,Jarl
450,615204408,2018-06-23 16:32,Avalanche
350,615147536,2018-06-23 16:36,Sanda Blonde
375,615294915,2018-06-23 18:05,Vital Spark
350,615297836,2018-06-23 18:07,Ragnarok
350,615320230,2018-06-23 18:31,Jarl
350,615329973,2018-06-23 19:01,Jarl
500,615390989,2018-06-23 19:31,Jarl
325,615395021,2018-06-23 19:36,Sanda Blonde
350,615365424,2018-06-23 19:37,Ragnarok
350,615393043,2018-06-23 20:02,Avalanche
350,615412913,2018-06-23 20:03,Hurricane Jack
250,615431760,2018-06-23 20:31,Jarl
400,615486881,2018-06-23 21:04,Mills and Hills
400,615559762,2018-06-23 22:34,Mills and Hills
350,615582955,2018-06-23 22:35,Vital Spark
400,615599407,2018-06-23 23:03,Hurricane Jack
400,615605597,2018-06-23 23:04,Mills and Hills
325,615873237,2018-06-24 11:31,Jarl
475,615880772,2018-06-24 12:07,Ragnarok
375,615881606,2018-06-24 12:31,Jarl
375,615889899,2018-06-24 13:02,Avalanche
275,615895268,2018-06-24 13:35,Highlander
225,615908411,2018-06-24 14:31,Jarl
